path;db_name;id;brand;model;content_source;content_type;media_type;processing;processing_sm;tampering;ngram_2
C:\DB\VISION\D02_Apple_iPhone4s\indoorWA\D02_V_indoorWA_move_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;INDOOR;MP4;WHATSAPP;True;NATIVE;avc1avcCavcCcolrbeamwidecolrsttsdinfdrefdrefstblesdssttsfreemdiaftypbeamhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksdtpstscsmhddinfstblstsdstcomdatstcotrakstscstszstsdavc1stsdmp4astsssdtpstszstcosttsstscsttsstsstkhdfreetraktkhdvmhddinfwidemoov
C:\DB\VISION\D02_Apple_iPhone4s\indoorYT\D02_V_indoorYT_move_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;INDOOR;MP4;YOUTUBE;True;NATIVE;avc1avcCavcCsttscttsstscdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypfreehdlrilsthdlrminfmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astsscttsstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\VISION\D02_Apple_iPhone4s\outdoor\D02_V_outdoor_move_0001.mov;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MOV;ORIGINAL;False;NATIVE;avc1avcCavcCcolrchanwavecolrsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfreemetafrmamp4aftypwidehdlrdinfhdlrkeyshdlrminfilstfreeilsttrakkeysilstmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4achanmp4aesdsmvhdtraksdtpstscsmhdhdlrstblstsdstcometastcoudtastscstszstsdavc1stsdmp4astsssdtpstszstcosttsstscsttsstsstaptedtstkhdedtstkhdtapttraktkhdudta©modvmhdhdlrwavefrmawidemdat©day©mak©makfree©mod©swr©swr©day
C:\DB\VISION\D02_Apple_iPhone4s\outdoorWA\D02_V_outdoorWA_move_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;True;NATIVE;avc1avcCavcCcolrbeamwidecolrsttsdinfdrefdrefstblesdssttsfreemdiaftypbeamhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksdtpstscsmhddinfstblstsdstcomdatstcotrakstscstszstsdavc1stsdmp4astsssdtpstszstcosttsstscsttsstsstkhdfreetraktkhdvmhddinfwidemoov
C:\DB\VISION\D02_Apple_iPhone4s\outdoorYT\D02_V_outdoorYT_move_0001.mp4;VISION;D02;Apple;iPhone4s;DIGITAL_CAMERA;OUTDOOR;MP4;YOUTUBE;True;NATIVE;avc1avcCavcCsttscttsstscdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypfreehdlrilsthdlrminfmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astsscttsstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\VISION\D03_Huawei_P9\flat\D03_V_flat_move_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;ORIGINAL;False;NATIVE;avc1avcCavcCpaspco64freeco64trakdinfdrefdrefstblesdssttsfreemdatftypmoovhdlrkeyshdlrminfilsttrakkeysilstmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdmetapaspsttssmhddinfstblstsdstscco64stsdavc1stsdmp4astssstszstszstscsttsstsssttsstsztkhdmdiatraktkhdvmhddinf
C:\DB\VISION\D03_Huawei_P9\flatWA\D03_V_flatWA_move_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;WHATSAPP;True;NATIVE;avc1avcCavcCcolrbeamwidecolrsttsdinfdrefdrefstblesdssttsfreemdiaftypbeamhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksdtpstscsmhddinfstblstsdstcomdatstcotrakstscstszstsdavc1stsdmp4astsssdtpstszstcosttsstscsttsstsstkhdfreetraktkhdvmhddinfwidemoov
C:\DB\VISION\D03_Huawei_P9\flatYT\D03_V_flatYT_move_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;FLAT;MP4;YOUTUBE;True;NATIVE;avc1avcCavcCsttscttsstscdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypfreehdlrilsthdlrminfmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astsscttsstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\VISION\D03_Huawei_P9\indoor\D03_V_indoor_move_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;INDOOR;MP4;ORIGINAL;False;NATIVE;avc1avcCavcCpaspco64freeco64trakdinfdrefdrefstblesdssttsfreemdatftypmoovhdlrkeyshdlrminfilsttrakkeysilstmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdmetapaspsttssmhddinfstblstsdstscco64stsdavc1stsdmp4astssstszstszstscsttsstsssttsstsztkhdmdiatraktkhdvmhddinf
C:\DB\VISION\D03_Huawei_P9\indoorWA\D03_V_indoorWA_move_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;INDOOR;MP4;WHATSAPP;True;NATIVE;avc1avcCavcCcolrbeamwidecolrsttsdinfdrefdrefstblesdssttsfreemdiaftypbeamhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksdtpstscsmhddinfstblstsdstcomdatstcotrakstscstszstsdavc1stsdmp4astsssdtpstszstcosttsstscsttsstsstkhdfreetraktkhdvmhddinfwidemoov
C:\DB\VISION\D03_Huawei_P9\indoorYT\D03_V_indoorYT_move_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;INDOOR;MP4;YOUTUBE;True;NATIVE;avc1avcCavcCsttscttsstscdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypfreehdlrilsthdlrminfmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astsscttsstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\VISION\D03_Huawei_P9\outdoor\D03_V_outdoor_move_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;OUTDOOR;MP4;ORIGINAL;False;NATIVE;avc1avcCavcCpaspco64freeco64trakdinfdrefdrefstblesdssttsfreemdatftypmoovhdlrkeyshdlrminfilsttrakkeysilstmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdmetapaspsttssmhddinfstblstsdstscco64stsdavc1stsdmp4astssstszstszstscsttsstsssttsstsztkhdmdiatraktkhdvmhddinf
C:\DB\VISION\D03_Huawei_P9\outdoorWA\D03_V_outdoorWA_move_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;True;NATIVE;avc1avcCavcCcolrbeamwidecolrsttsdinfdrefdrefstblesdssttsfreemdiaftypbeamhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksdtpstscsmhddinfstblstsdstcomdatstcotrakstscstszstsdavc1stsdmp4astsssdtpstszstcosttsstscsttsstsstkhdfreetraktkhdvmhddinfwidemoov
C:\DB\VISION\D03_Huawei_P9\outdoorYT\D03_V_outdoorYT_move_0001.mp4;VISION;D03;Huawei;P9;DIGITAL_CAMERA;OUTDOOR;MP4;YOUTUBE;True;NATIVE;avc1avcCavcCsttscttsstscdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypfreehdlrilsthdlrminfmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astsscttsstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\VISION\D04_LG_D290\flat\D04_V_flat_move_0001.mp4;VISION;D04;LG;D290;DIGITAL_CAMERA;FLAT;MP4;ORIGINAL;False;NATIVE;authtrakavc1avcCavcCpaspdinfdrefdrefstblesdssttsfreemdatftypmoovhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdudtapaspsttssmhddinfstblstsdstcofreestcotrakstscstcostsdavc1stsdmp4astssstszstszstscsttsstsssttsstsztkhdmdiatraktkhdudtaauthvmhddinf
C:\DB\VISION\D04_LG_D290\flatWA\D04_V_flatWA_move_0001.mp4;VISION;D04;LG;D290;DIGITAL_CAMERA;FLAT;MP4;WHATSAPP;True;NATIVE;avc1avcCavcCpaspbeamwidedinfdrefdrefstblesdssttsfreemdiaftypbeamhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcomdatstcotrakstscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdfreetraktkhdvmhddinfwidemoov
C:\DB\VISION\D04_LG_D290\flatYT\D04_V_flatYT_move_0001.mp4;VISION;D04;LG;D290;DIGITAL_CAMERA;FLAT;MP4;YOUTUBE;True;NATIVE;avc1avcCavcCsttscttsstscdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypfreehdlrilsthdlrminfmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astsscttsstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\VISION\D04_LG_D290\indoor\D04_V_indoor_move_0001.mp4;VISION;D04;LG;D290;DIGITAL_CAMERA;INDOOR;MP4;ORIGINAL;False;NATIVE;authtrakavc1avcCavcCpaspdinfdrefdrefstblesdssttsfreemdatftypmoovhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdudtapaspsttssmhddinfstblstsdstcofreestcotrakstscstcostsdavc1stsdmp4astssstszstszstscsttsstsssttsstsztkhdmdiatraktkhdudtaauthvmhddinf
C:\DB\VISION\D04_LG_D290\indoorWA\D04_V_indoorWA_move_0002.mp4;VISION;D04;LG;D290;DIGITAL_CAMERA;INDOOR;MP4;WHATSAPP;True;NATIVE;avc1avcCavcCpaspbeamwidedinfdrefdrefstblesdssttsfreemdiaftypbeamhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcomdatstcotrakstscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdfreetraktkhdvmhddinfwidemoov
C:\DB\VISION\D04_LG_D290\indoorYT\D04_V_indoorYT_move_0001.mp4;VISION;D04;LG;D290;DIGITAL_CAMERA;INDOOR;MP4;YOUTUBE;True;NATIVE;avc1avcCavcCsttscttsstscdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypfreehdlrilsthdlrminfmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astsscttsstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\VISION\D04_LG_D290\outdoor\D04_V_outdoor_move_0001.mp4;VISION;D04;LG;D290;DIGITAL_CAMERA;OUTDOOR;MP4;ORIGINAL;False;NATIVE;authtrakavc1avcCavcCpaspdinfdrefdrefstblesdssttsfreemdatftypmoovhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdudtapaspsttssmhddinfstblstsdstcofreestcotrakstscstcostsdavc1stsdmp4astssstszstszstscsttsstsssttsstsztkhdmdiatraktkhdudtaauthvmhddinf
C:\DB\VISION\D04_LG_D290\outdoorWA\D04_V_outdoorWA_move_0001.mp4;VISION;D04;LG;D290;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;True;NATIVE;avc1avcCavcCpaspbeamwidedinfdrefdrefstblesdssttsfreemdiaftypbeamhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtrakpaspsttssmhddinfstblstsdstcomdatstcotrakstscstszstsdavc1stsdmp4astssstscstszstcosttsstscsttsstsstkhdfreetraktkhdvmhddinfwidemoov
C:\DB\VISION\D04_LG_D290\outdoorYT\D04_V_outdoorYT_move_0001.mp4;VISION;D04;LG;D290;DIGITAL_CAMERA;OUTDOOR;MP4;YOUTUBE;True;NATIVE;avc1avcCavcCsttscttsstscdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypfreehdlrilsthdlrminfmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astsscttsstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\VISION\D05_Apple_iPhone5c\flat\D05_V_flat_move_0001.mov;VISION;D05;Apple;iPhone5c;DIGITAL_CAMERA;FLAT;MOV;ORIGINAL;False;NATIVE;avc1avcCavcCcolrchanwavecolrsttsdinfdrefdrefstbledtselstelstmdiaelsttrefesdssttsfrmamp4aftypwidegmhdgmingminhdlrhdlrdinfhdlrkeyshdlrminfkeysilstmdatmoovmdhdhdlrmdiamdhdmebxsttsmetahdlrminfgmhdminfsmhdminfvmhdmoovmvhdmp4achanmp4aesdsmvhdtraksdtpstscsmhdhdlrstblstsdstcometastcotrakstscstszstsdavc1stsdmebxstsdmp4astsssdtpstszstcosttsstscsttsstsstaptedtstkhdedtstkhdtapttraktkhdtrefmdiavmhdhdlrwavefrmawidemdat
C:\DB\VISION\D05_Apple_iPhone5c\flatWA\D05_V_flatWA_move_0001.mp4;VISION;D05;Apple;iPhone5c;DIGITAL_CAMERA;FLAT;MP4;WHATSAPP;True;NATIVE;avc1avcCavcCcolrbeamwidecolrsttsdinfdrefdrefstblesdssttsfreemdiaftypbeamhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksdtpstscsmhddinfstblstsdstcomdatstcotrakstscstszstsdavc1stsdmp4astsssdtpstszstcosttsstscsttsstsstkhdfreetraktkhdvmhddinfwidemoov
C:\DB\VISION\D05_Apple_iPhone5c\flatYT\D05_V_flatYT_move_0001.mp4;VISION;D05;Apple;iPhone5c;DIGITAL_CAMERA;FLAT;MP4;YOUTUBE;True;NATIVE;avc1avcCavcCsttscttsstscdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypfreehdlrilsthdlrminfmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astsscttsstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\VISION\D05_Apple_iPhone5c\indoor\D05_V_indoor_move_0001.mov;VISION;D05;Apple;iPhone5c;DIGITAL_CAMERA;INDOOR;MOV;ORIGINAL;False;NATIVE;avc1avcCavcCcolrchanwavecolrsttsdinfdrefdrefstbledtselstelstmdiaelsttrefesdssttsfrmamp4aftypwidegmhdgmingminhdlrhdlrdinfhdlrkeyshdlrminfkeysilstmdatmoovmdhdhdlrmdiamdhdmebxsttsmetahdlrminfgmhdminfsmhdminfvmhdmoovmvhdmp4achanmp4aesdsmvhdtraksdtpstscsmhdhdlrstblstsdstcometastcotrakstscstszstsdavc1stsdmebxstsdmp4astsssdtpstszstcosttsstscsttsstsstaptedtstkhdedtstkhdtapttraktkhdtrefmdiavmhdhdlrwavefrmawidemdat
C:\DB\VISION\D05_Apple_iPhone5c\indoorWA\D05_V_indoorWA_move_0001.mp4;VISION;D05;Apple;iPhone5c;DIGITAL_CAMERA;INDOOR;MP4;WHATSAPP;True;NATIVE;avc1avcCavcCcolrbeamwidecolrsttsdinfdrefdrefstblesdssttsfreemdiaftypbeamhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksdtpstscsmhddinfstblstsdstcomdatstcotrakstscstszstsdavc1stsdmp4astsssdtpstszstcosttsstscsttsstsstkhdfreetraktkhdvmhddinfwidemoov
C:\DB\VISION\D05_Apple_iPhone5c\indoorYT\D05_V_indoorYT_move_0001.mp4;VISION;D05;Apple;iPhone5c;DIGITAL_CAMERA;INDOOR;MP4;YOUTUBE;True;NATIVE;avc1avcCavcCsttscttsstscdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypfreehdlrilsthdlrminfmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astsscttsstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\VISION\D05_Apple_iPhone5c\outdoor\D05_V_outdoor_move_0001.mov;VISION;D05;Apple;iPhone5c;DIGITAL_CAMERA;OUTDOOR;MOV;ORIGINAL;False;NATIVE;avc1avcCavcCcolrchanwavecolrsttsdinfdrefdrefstbledtselstelstmdiaelsttrefesdssttsfrmamp4aftypwidegmhdgmingminhdlrhdlrdinfhdlrkeyshdlrminfkeysilstmdatmoovmdhdhdlrmdiamdhdmebxsttsmetahdlrminfgmhdminfsmhdminfvmhdmoovmvhdmp4achanmp4aesdsmvhdtraksdtpstscsmhdhdlrstblstsdstcometastcotrakstscstszstsdavc1stsdmebxstsdmp4astsssdtpstszstcosttsstscsttsstsstaptedtstkhdedtstkhdtapttraktkhdtrefmdiavmhdhdlrwavefrmawidemdat
C:\DB\VISION\D05_Apple_iPhone5c\outdoorWA\D05_V_outdoorWA_move_0001.mp4;VISION;D05;Apple;iPhone5c;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;True;NATIVE;avc1avcCavcCcolrbeamwidecolrsttsdinfdrefdrefstblesdssttsfreemdiaftypbeamhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksdtpstscsmhddinfstblstsdstcomdatstcotrakstscstszstsdavc1stsdmp4astsssdtpstszstcosttsstscsttsstsstkhdfreetraktkhdvmhddinfwidemoov
C:\DB\VISION\D05_Apple_iPhone5c\outdoorYT\D05_V_outdoorYT_move_0001.mp4;VISION;D05;Apple;iPhone5c;DIGITAL_CAMERA;OUTDOOR;MP4;YOUTUBE;True;NATIVE;avc1avcCavcCsttscttsstscdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypfreehdlrilsthdlrminfmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astsscttsstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\VISION\D06_Apple_iPhone6\flat\D06_V_flat_move_0001.mov;VISION;D06;Apple;iPhone6;DIGITAL_CAMERA;FLAT;MOV;ORIGINAL;False;NATIVE;avc1avcCavcCcolrchanwavecolrsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfrmamp4aftypwidehdlrdinfhdlrkeyshdlrminfilstudtakeysilstmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4achanmp4aesdsmvhdtraksdtpstscsmhdhdlrstblstsdstcometastcotrakstscstszstsdavc1stsdmp4astsssdtpstszstcosttsstscsttsstsstaptedtstkhdedtstkhdtapttraktkhdudta©swrvmhdhdlrwavefrmawidemdat©day©xyz©mod©mak©swr©day©xyz©mod
C:\DB\VISION\D06_Apple_iPhone6\flatWA\D06_V_flatWA_move_0001.mp4;VISION;D06;Apple;iPhone6;DIGITAL_CAMERA;FLAT;MP4;WHATSAPP;True;NATIVE;avc1avcCavcCcolrbeamwidecolrsttsdinfdrefdrefstblesdssttsfreemdiaftypbeamhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksdtpstscsmhddinfstblstsdstcomdatstcotrakstscstszstsdavc1stsdmp4astsssdtpstszstcosttsstscsttsstsstkhdfreetraktkhdvmhddinfwidemoov
C:\DB\VISION\D06_Apple_iPhone6\flatYT\D06_V_flatYT_move_0002.mp4;VISION;D06;Apple;iPhone6;DIGITAL_CAMERA;FLAT;MP4;YOUTUBE;True;NATIVE;avc1avcCavcCsttscttsstscdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypfreehdlrilsthdlrminfmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astsscttsstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\VISION\D06_Apple_iPhone6\indoor\D06_V_indoor_move_0001.mov;VISION;D06;Apple;iPhone6;DIGITAL_CAMERA;INDOOR;MOV;ORIGINAL;False;NATIVE;avc1avcCavcCcolrchanwavecolrsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfrmamp4aftypwidehdlrdinfhdlrkeyshdlrminfilstudtakeysilstmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4achanmp4aesdsmvhdtraksdtpstscsmhdhdlrstblstsdstcometastcotrakstscstszstsdavc1stsdmp4astsssdtpstszstcosttsstscsttsstsstaptedtstkhdedtstkhdtapttraktkhdudta©swrvmhdhdlrwavefrmawidemdat©day©xyz©mod©mak©swr©day©xyz©mod
C:\DB\VISION\D06_Apple_iPhone6\indoorWA\D06_V_indoorWA_move_0001.mp4;VISION;D06;Apple;iPhone6;DIGITAL_CAMERA;INDOOR;MP4;WHATSAPP;True;NATIVE;avc1avcCavcCcolrbeamwidecolrsttsdinfdrefdrefstblesdssttsfreemdiaftypbeamhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksdtpstscsmhddinfstblstsdstcomdatstcotrakstscstszstsdavc1stsdmp4astsssdtpstszstcosttsstscsttsstsstkhdfreetraktkhdvmhddinfwidemoov
C:\DB\VISION\D06_Apple_iPhone6\indoorYT\D06_V_indoorYT_move_0002.mp4;VISION;D06;Apple;iPhone6;DIGITAL_CAMERA;INDOOR;MP4;YOUTUBE;True;NATIVE;avc1avcCavcCsttscttsstscdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypfreehdlrilsthdlrminfmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astsscttsstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\VISION\D06_Apple_iPhone6\outdoor\D06_V_outdoor_move_0001.mov;VISION;D06;Apple;iPhone6;DIGITAL_CAMERA;OUTDOOR;MOV;ORIGINAL;False;NATIVE;avc1avcCavcCcolrchanwavecolrsttsdinfdrefdrefstbledtselstelstmdiaesdssttsfrmamp4aftypwidehdlrdinfhdlrkeyshdlrminfilstudtakeysilstmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4achanmp4aesdsmvhdtraksdtpstscsmhdhdlrstblstsdstcometastcotrakstscstszstsdavc1stsdmp4astsssdtpstszstcosttsstscsttsstsstaptedtstkhdedtstkhdtapttraktkhdudta©swrvmhdhdlrwavefrmawidemdat©day©xyz©mod©mak©swr©day©xyz©mod
C:\DB\VISION\D06_Apple_iPhone6\outdoorWA\D06_V_outdoorWA_move_0001.mp4;VISION;D06;Apple;iPhone6;DIGITAL_CAMERA;OUTDOOR;MP4;WHATSAPP;True;NATIVE;avc1avcCavcCcolrbeamwidecolrsttsdinfdrefdrefstblesdssttsfreemdiaftypbeamhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksdtpstscsmhddinfstblstsdstcomdatstcotrakstscstszstsdavc1stsdmp4astsssdtpstszstcosttsstscsttsstsstkhdfreetraktkhdvmhddinfwidemoov
C:\DB\VISION\D06_Apple_iPhone6\outdoorYT\D06_V_outdoorYT_move_0001.mp4;VISION;D06;Apple;iPhone6;DIGITAL_CAMERA;OUTDOOR;MP4;YOUTUBE;True;NATIVE;avc1avcCavcCsttscttsstscdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypfreehdlrilsthdlrminfmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astsscttsstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\VISION\D07_Lenovo_P70A\flatWA\D07_V_flatWA_move_0001.mp4;VISION;D07;Lenovo;P70A;DIGITAL_CAMERA;FLAT;MP4;WHATSAPP;True;NATIVE;avc1avcCavcCcolrbeamwidecolrsttsdinfdrefdrefstblesdssttsfreemdiaftypbeamhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksdtpstscsmhddinfstblstsdstcomdatstcotrakstscstszstsdavc1stsdmp4astsssdtpstszstcosttsstscsttsstsstkhdfreetraktkhdvmhddinfwidemoov
C:\DB\VISION\D07_Lenovo_P70A\flatYT\D07_V_flatYT_move_0001.mp4;VISION;D07;Lenovo;P70A;DIGITAL_CAMERA;FLAT;MP4;YOUTUBE;True;NATIVE;avc1avcCavcCsttscttsstscdinfdrefdrefstbledtselstelstmdiaesdssttsfreemdatftypfreehdlrilsthdlrminfmdatmoovmdhdhdlrmdiamdhdmetahdlrminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksmhddinfstblstsdstcotrakstcoudtastscstszstsdavc1stsdmp4astsscttsstszstcosttsstscsttsstsstkhdedtstraktkhdudtametavmhddinf
C:\DB\VISION\D07_Lenovo_P70A\indoorWA\D07_V_indoorWA_move_0001.mp4;VISION;D07;Lenovo;P70A;DIGITAL_CAMERA;INDOOR;MP4;WHATSAPP;True;NATIVE;avc1avcCavcCcolrbeamwidecolrsttsdinfdrefdrefstblesdssttsfreemdiaftypbeamhdlrminfmdhdhdlrmdiamdhdminfsmhdminfvmhdmoovmvhdmp4aesdsmvhdtraksdtpstscsmhddinfstblstsdstcomdatstcotrakstscstszstsdavc1stsdmp4astsssdtpstszstcosttsstscsttsstsstkhdfreetraktkhdvmhddinfwidemoov
